"strain1","strain2","pvalue","FDR","gxl"
"BALB/cJ-control","CE/J-control",0.0939681625099533,TRUE,FALSE
"C58/J-control","CE/J-control",0.14844621450365,TRUE,FALSE
"C57BR/cdJ-control","CE/J-control",0.00460503986968743,TRUE,FALSE
"A/J-control","CE/J-control",3.94772395830267e-08,TRUE,FALSE
"C3H/HeJ-control","CE/J-control",0.0030116719825163,TRUE,FALSE
"DBA/2J-control","CE/J-fluoxetine",0.0160363845012687,TRUE,FALSE
"A/J-fluoxetine","CE/J-fluoxetine",2.19449019546709e-07,TRUE,FALSE
"NOD/ShiLtJ-control","CE/J-fluoxetine",0.000766254904694718,TRUE,FALSE
"BUB/BnJ-control","CE/J-fluoxetine",0.727908110201506,TRUE,FALSE
"NZW/LacJ-control","CE/J-fluoxetine",0.0298307081994263,TRUE,FALSE
"AKR/J-control","CE/J-fluoxetine",0.131719880250904,TRUE,FALSE
"MA/MyJ-control","CE/J-fluoxetine",0.00365659543960249,TRUE,FALSE
"RIIIS/J-control","CE/J-fluoxetine",0.0168609073915009,TRUE,FALSE
"P/J-control","CE/J-fluoxetine",0.142933737077069,TRUE,FALSE
"BTBR T+ tf/J-fluoxetine","CE/J-fluoxetine",0.0562376702386381,TRUE,FALSE
"C3H/HeJ-control","CE/J-fluoxetine",0.0137077775208706,TRUE,FALSE
"CE/J-control","CE/J-fluoxetine",0.908261731885188,TRUE,FALSE
"C57BLKS/J-fluoxetine","CE/J-fluoxetine",0.0617357504537,TRUE,FALSE
"129S1/SvImJ-control","CE/J-fluoxetine",6.24629185739461e-06,TRUE,FALSE
"PL/J-control","CE/J-fluoxetine",0.168410047793358,TRUE,FALSE
"BALB/cJ-fluoxetine","CE/J-fluoxetine",0.0840857507107619,TRUE,FALSE
"AKR/J-fluoxetine","CE/J-fluoxetine",0.170387659706011,TRUE,FALSE
"C57BR/cdJ-control","CE/J-fluoxetine",0.00382923327254256,TRUE,FALSE
"SM/J-control","CE/J-fluoxetine",0.0284814268377262,TRUE,FALSE
"CBA/J-control","CE/J-fluoxetine",0.0210741634156156,TRUE,FALSE
"MRL/MpJ-control","CE/J-fluoxetine",0.81351765959234,TRUE,FALSE
"BUB/BnJ-fluoxetine","CE/J-fluoxetine",0.0119655961109485,TRUE,FALSE
"129S1/SvImJ-fluoxetine","CE/J-fluoxetine",3.32370704543679e-06,TRUE,FALSE
"A/J-control","CE/J-fluoxetine",3.49182882257167e-07,TRUE,FALSE
"BTBR T+ tf/J-control","CE/J-fluoxetine",0.145911200064214,TRUE,FALSE
"LP/J-control","CE/J-fluoxetine",0.0639978003754555,TRUE,FALSE
"NOR/LtJ-control","CE/J-fluoxetine",0.002314235764567,TRUE,FALSE
"C57BL/6J-fluoxetine","CE/J-fluoxetine",0.113169063380361,TRUE,FALSE
"I/LnJ-control","CE/J-fluoxetine",0.01564780315516,TRUE,FALSE
"C57BR/cdJ-fluoxetine","CE/J-fluoxetine",0.000289599724370014,TRUE,FALSE
"C58/J-control","CE/J-fluoxetine",0.115837377709723,TRUE,FALSE
"C3H/HeJ-fluoxetine","CE/J-fluoxetine",0.006340544812241,TRUE,FALSE
"FVB/NJ-control","CE/J-fluoxetine",0.00699830911393608,TRUE,FALSE
"LG/J-control","CE/J-fluoxetine",0.437215120860742,TRUE,FALSE
"CBA/J-fluoxetine","CE/J-fluoxetine",0.956992630935653,TRUE,FALSE
"C57BLKS/J-control","CE/J-fluoxetine",0.000804729752891065,TRUE,FALSE
"C58/J-fluoxetine","CE/J-fluoxetine",0.0214873551161408,TRUE,FALSE
"SJL/J-control","CE/J-fluoxetine",0.00835115108393806,TRUE,FALSE
"C57BL/6J-control","CE/J-fluoxetine",0.0368268900126406,TRUE,FALSE
"NZB/BlNJ-control","CE/J-fluoxetine",0.0180323506720947,TRUE,FALSE
"BALB/cJ-control","CE/J-fluoxetine",0.0939681625099533,TRUE,FALSE
"SWR/J-control","CE/J-fluoxetine",0.518048452200196,TRUE,FALSE
"C58/J-control","DBA/2J-control",0.000464825478845578,TRUE,FALSE
"AKR/J-control","DBA/2J-control",0.00020528534622531,TRUE,FALSE
"BTBR T+ tf/J-control","DBA/2J-control",0.000343638589518988,TRUE,FALSE
"129S1/SvImJ-control","DBA/2J-control",0.000103270825294075,TRUE,FALSE
"CBA/J-control","DBA/2J-control",0.833677403881909,TRUE,FALSE
"A/J-control","DBA/2J-control",6.71429053935893e-07,TRUE,FALSE
"C57BLKS/J-control","DBA/2J-control",0.0361994231568553,TRUE,FALSE
"BUB/BnJ-control","DBA/2J-control",0.00647061079302938,TRUE,FALSE
"C57BL/6J-control","DBA/2J-control",0.768569543467823,TRUE,FALSE
"C3H/HeJ-control","DBA/2J-control",0.888403255399146,TRUE,FALSE
"BALB/cJ-control","DBA/2J-control",0.660056523186012,TRUE,FALSE
"C57BR/cdJ-control","DBA/2J-control",1.37870260893496e-07,TRUE,FALSE
"CE/J-control","DBA/2J-control",0.00814141901219276,TRUE,FALSE
"A/J-fluoxetine","DBA/2J-fluoxetine",3.10825565795723e-05,TRUE,FALSE
"CE/J-control","DBA/2J-fluoxetine",0.518048452200196,TRUE,FALSE
"C57BLKS/J-fluoxetine","DBA/2J-fluoxetine",0.039838334579656,TRUE,FALSE
"LP/J-control","DBA/2J-fluoxetine",0.0639978003754555,TRUE,FALSE
"RIIIS/J-control","DBA/2J-fluoxetine",0.59967480081394,TRUE,FALSE
"DBA/2J-control","DBA/2J-fluoxetine",0.0148628099504818,TRUE,FALSE
"AKR/J-control","DBA/2J-fluoxetine",0.859535709119561,TRUE,FALSE
"C57BR/cdJ-control","DBA/2J-fluoxetine",0.355996584537752,TRUE,FALSE
"BTBR T+ tf/J-fluoxetine","DBA/2J-fluoxetine",0.47249248373009,TRUE,FALSE
"NZW/LacJ-control","DBA/2J-fluoxetine",0.0694066753134027,TRUE,FALSE
"C58/J-control","DBA/2J-fluoxetine",0.716624654154113,TRUE,FALSE
"NZB/BlNJ-control","DBA/2J-fluoxetine",0.0439203455250501,TRUE,FALSE
"FVB/NJ-control","DBA/2J-fluoxetine",0.370348827950865,TRUE,FALSE
"CBA/J-control","DBA/2J-fluoxetine",0.0211828089702622,TRUE,FALSE
"BUB/BnJ-control","DBA/2J-fluoxetine",0.63993918539306,TRUE,FALSE
"BALB/cJ-fluoxetine","DBA/2J-fluoxetine",0.0531268851319998,TRUE,FALSE
"BALB/cJ-control","DBA/2J-fluoxetine",0.0653981804587548,TRUE,FALSE
"PL/J-control","DBA/2J-fluoxetine",0.945815608196978,TRUE,FALSE
"C3H/HeJ-control","DBA/2J-fluoxetine",0.0250338078033794,TRUE,FALSE
"C57BR/cdJ-fluoxetine","DBA/2J-fluoxetine",0.0291213376438376,TRUE,FALSE
"BTBR T+ tf/J-control","DBA/2J-fluoxetine",0.853136243544081,TRUE,FALSE
"MRL/MpJ-control","DBA/2J-fluoxetine",0.347807901348162,TRUE,FALSE
"BUB/BnJ-fluoxetine","DBA/2J-fluoxetine",0.222025149633277,TRUE,FALSE
"C57BL/6J-fluoxetine","DBA/2J-fluoxetine",0.118291714388848,TRUE,FALSE
"NOD/ShiLtJ-control","DBA/2J-fluoxetine",0.0471036172858169,TRUE,FALSE
"AKR/J-fluoxetine","DBA/2J-fluoxetine",0.999603586862377,TRUE,FALSE
"C58/J-fluoxetine","DBA/2J-fluoxetine",0.068596059848318,TRUE,FALSE
"A/J-control","DBA/2J-fluoxetine",0.000101500673212568,TRUE,FALSE
"129S1/SvImJ-control","DBA/2J-fluoxetine",0.00015575164576807,TRUE,FALSE
"CE/J-fluoxetine","DBA/2J-fluoxetine",0.422620944288925,TRUE,FALSE
"NOR/LtJ-control","DBA/2J-fluoxetine",0.197629847848546,TRUE,FALSE
"129S1/SvImJ-fluoxetine","DBA/2J-fluoxetine",0.00025000810835079,TRUE,FALSE
"I/LnJ-control","DBA/2J-fluoxetine",0.541632618347461,TRUE,FALSE
"SWR/J-control","DBA/2J-fluoxetine",0.230806497844266,TRUE,FALSE
"SM/J-control","DBA/2J-fluoxetine",0.70471337633375,TRUE,FALSE
"C57BLKS/J-control","DBA/2J-fluoxetine",0.00968653642325964,TRUE,FALSE
"MA/MyJ-control","DBA/2J-fluoxetine",0.227593900966975,TRUE,FALSE
"CBA/J-fluoxetine","DBA/2J-fluoxetine",0.371157443396869,TRUE,FALSE
"P/J-control","DBA/2J-fluoxetine",0.969591264029741,TRUE,FALSE
"SJL/J-control","DBA/2J-fluoxetine",0.0227497286189529,TRUE,FALSE
"C57BL/6J-control","DBA/2J-fluoxetine",0.0526769167612576,TRUE,FALSE
"C3H/HeJ-fluoxetine","DBA/2J-fluoxetine",0.0195443240826502,TRUE,FALSE
"LG/J-control","DBA/2J-fluoxetine",0.713254884045614,TRUE,FALSE
"AKR/J-control","FVB/NJ-control",0.253849606555224,TRUE,FALSE
"BUB/BnJ-control","FVB/NJ-control",0.0196953274353977,TRUE,FALSE
"CBA/J-control","FVB/NJ-control",9.08877192370297e-06,TRUE,FALSE
"BALB/cJ-control","FVB/NJ-control",0.0022706382800731,TRUE,FALSE
"C57BL/6J-control","FVB/NJ-control",6.45307817527535e-06,TRUE,FALSE
"BTBR T+ tf/J-control","FVB/NJ-control",0.292556841452593,TRUE,FALSE
"A/J-control","FVB/NJ-control",1.76113736423184e-09,TRUE,FALSE
"C58/J-control","FVB/NJ-control",0.530009864439947,TRUE,FALSE
"129S1/SvImJ-control","FVB/NJ-control",1.51625124101724e-08,TRUE,FALSE
"C57BR/cdJ-control","FVB/NJ-control",0.733585141745611,TRUE,FALSE
"C3H/HeJ-control","FVB/NJ-control",5.63524827047047e-07,TRUE,FALSE
"DBA/2J-control","FVB/NJ-control",1.47838922061087e-06,TRUE,FALSE
"C57BLKS/J-control","FVB/NJ-control",8.11215676236791e-07,TRUE,FALSE
"CE/J-control","FVB/NJ-control",0.00614531587047588,TRUE,FALSE
"LP/J-control","FVB/NJ-fluoxetine",0.0032155428230897,TRUE,FALSE
"RIIIS/J-control","FVB/NJ-fluoxetine",0.292880838222105,TRUE,FALSE
"C58/J-control","FVB/NJ-fluoxetine",0.688046486170471,TRUE,FALSE
"CBA/J-control","FVB/NJ-fluoxetine",0.000154400282053198,TRUE,FALSE
"DBA/2J-control","FVB/NJ-fluoxetine",4.1556283825615e-05,TRUE,FALSE
"BTBR T+ tf/J-fluoxetine","FVB/NJ-fluoxetine",0.44564342320766,TRUE,FALSE
"AKR/J-fluoxetine","FVB/NJ-fluoxetine",0.81718609455095,TRUE,FALSE
"AKR/J-control","FVB/NJ-fluoxetine",0.889221789273739,TRUE,FALSE
"A/J-control","FVB/NJ-fluoxetine",1.06075106496946e-09,TRUE,FALSE
"NZB/BlNJ-control","FVB/NJ-fluoxetine",1.38521351990386e-05,TRUE,FALSE
"FVB/NJ-control","FVB/NJ-fluoxetine",0.113796164043945,TRUE,FALSE
"CE/J-control","FVB/NJ-fluoxetine",0.0857638922893118,TRUE,FALSE
"BUB/BnJ-fluoxetine","FVB/NJ-fluoxetine",0.128161942488407,TRUE,FALSE
"C3H/HeJ-control","FVB/NJ-fluoxetine",5.61322398080554e-06,TRUE,FALSE
"BUB/BnJ-control","FVB/NJ-fluoxetine",0.208289911902249,TRUE,FALSE
"DBA/2J-fluoxetine","FVB/NJ-fluoxetine",0.91834810271473,TRUE,FALSE
"C57BLKS/J-fluoxetine","FVB/NJ-fluoxetine",0.00414177971920873,TRUE,FALSE
"A/J-fluoxetine","FVB/NJ-fluoxetine",1.45267898005978e-09,TRUE,FALSE
"MRL/MpJ-control","FVB/NJ-fluoxetine",0.00864730983065455,TRUE,FALSE
"PL/J-control","FVB/NJ-fluoxetine",0.700654313092263,TRUE,FALSE
"C57BLKS/J-control","FVB/NJ-fluoxetine",1.47289819869097e-06,TRUE,FALSE
"NZW/LacJ-control","FVB/NJ-fluoxetine",2.95362739077689e-05,TRUE,FALSE
"CBA/J-fluoxetine","FVB/NJ-fluoxetine",0.0447322157014896,TRUE,FALSE
"BTBR T+ tf/J-control","FVB/NJ-fluoxetine",0.884715935957239,TRUE,FALSE
"I/LnJ-control","FVB/NJ-fluoxetine",0.320329274947439,TRUE,FALSE
"129S1/SvImJ-fluoxetine","FVB/NJ-fluoxetine",2.15026781742762e-08,TRUE,FALSE
"NOD/ShiLtJ-control","FVB/NJ-fluoxetine",0.0160363845012687,TRUE,FALSE
"BALB/cJ-control","FVB/NJ-fluoxetine",0.0123257563887838,TRUE,FALSE
"P/J-control","FVB/NJ-fluoxetine",0.669877172822003,TRUE,FALSE
"MA/MyJ-control","FVB/NJ-fluoxetine",0.0577508068482294,TRUE,FALSE
"129S1/SvImJ-control","FVB/NJ-fluoxetine",6.52267731587151e-08,TRUE,FALSE
"C57BL/6J-fluoxetine","FVB/NJ-fluoxetine",0.000794145478679677,TRUE,FALSE
"C57BR/cdJ-control","FVB/NJ-fluoxetine",0.162992890671173,TRUE,FALSE
"C58/J-fluoxetine","FVB/NJ-fluoxetine",0.113252708943891,TRUE,FALSE
"C57BR/cdJ-fluoxetine","FVB/NJ-fluoxetine",0.0079207400778268,TRUE,FALSE
"BALB/cJ-fluoxetine","FVB/NJ-fluoxetine",0.00718780845020191,TRUE,FALSE
"CE/J-fluoxetine","FVB/NJ-fluoxetine",0.106422038774938,TRUE,FALSE
"NOR/LtJ-control","FVB/NJ-fluoxetine",0.0305054180572389,TRUE,FALSE
"SM/J-control","FVB/NJ-fluoxetine",0.407640874226072,TRUE,FALSE
"LG/J-control","FVB/NJ-fluoxetine",0.254299318684481,TRUE,FALSE
"SWR/J-control","FVB/NJ-fluoxetine",0.00442951086434496,TRUE,FALSE
"C57BL/6J-control","FVB/NJ-fluoxetine",5.21956676401474e-05,TRUE,FALSE
"C3H/HeJ-fluoxetine","FVB/NJ-fluoxetine",5.99201365675294e-07,TRUE,FALSE
"SJL/J-control","FVB/NJ-fluoxetine",4.34561961206208e-05,TRUE,FALSE
"BTBR T+ tf/J-control","I/LnJ-control",0.554368674658232,TRUE,FALSE
"AKR/J-control","I/LnJ-control",0.518042670240545,TRUE,FALSE
"CBA/J-control","I/LnJ-control",1.11463922832697e-05,TRUE,FALSE
"129S1/SvImJ-control","I/LnJ-control",7.60375653825182e-09,TRUE,FALSE
"C57BL/6J-control","I/LnJ-control",8.92607550630933e-06,TRUE,FALSE
"BALB/cJ-control","I/LnJ-control",0.00230098258408285,TRUE,FALSE
"BUB/BnJ-control","I/LnJ-control",0.0447953348474004,TRUE,FALSE
"C58/J-control","I/LnJ-control",0.831411636064595,TRUE,FALSE
"C57BR/cdJ-control","I/LnJ-control",0.733066850701835,TRUE,FALSE
"DBA/2J-control","I/LnJ-control",2.11633273013067e-06,TRUE,FALSE
"A/J-control","I/LnJ-control",6.09267546530247e-10,TRUE,FALSE
"CE/J-control","I/LnJ-control",0.0146313573489375,TRUE,FALSE
"C57BLKS/J-control","I/LnJ-control",5.63524827047047e-07,TRUE,FALSE
"FVB/NJ-control","I/LnJ-control",0.528501006225073,TRUE,FALSE
"C3H/HeJ-control","I/LnJ-control",7.81423753892729e-07,TRUE,FALSE
"DBA/2J-control","I/LnJ-fluoxetine",0.000778889819039144,TRUE,FALSE
"BTBR T+ tf/J-control","I/LnJ-fluoxetine",0.750683977176576,TRUE,FALSE
"C58/J-control","I/LnJ-fluoxetine",0.926737723075571,TRUE,FALSE
"BUB/BnJ-control","I/LnJ-fluoxetine",0.249244420850253,TRUE,FALSE
"AKR/J-control","I/LnJ-fluoxetine",0.733066850701835,TRUE,FALSE
"A/J-control","I/LnJ-fluoxetine",4.49248828332823e-06,TRUE,FALSE
"NZB/BlNJ-control","I/LnJ-fluoxetine",0.00293100098392826,TRUE,FALSE
"CBA/J-control","I/LnJ-fluoxetine",0.0018644956291474,TRUE,FALSE
"LP/J-control","I/LnJ-fluoxetine",0.0149432197117996,TRUE,FALSE
"A/J-fluoxetine","I/LnJ-fluoxetine",1.39101702879442e-06,TRUE,FALSE
"SWR/J-control","I/LnJ-fluoxetine",0.0314921144559875,TRUE,FALSE
"BALB/cJ-fluoxetine","I/LnJ-fluoxetine",0.0161428323732147,TRUE,FALSE
"BUB/BnJ-fluoxetine","I/LnJ-fluoxetine",0.451210652591587,TRUE,FALSE
"RIIIS/J-control","I/LnJ-fluoxetine",0.97827860128752,TRUE,FALSE
"MRL/MpJ-control","I/LnJ-fluoxetine",0.0578046029367912,TRUE,FALSE
"CBA/J-fluoxetine","I/LnJ-fluoxetine",0.0750508794932634,TRUE,FALSE
"BALB/cJ-control","I/LnJ-fluoxetine",0.0257349171460579,TRUE,FALSE
"CE/J-control","I/LnJ-fluoxetine",0.153713672290132,TRUE,FALSE
"C3H/HeJ-control","I/LnJ-fluoxetine",0.000956080054950972,TRUE,FALSE
"DBA/2J-fluoxetine","I/LnJ-fluoxetine",0.669866772683319,TRUE,FALSE
"I/LnJ-control","I/LnJ-fluoxetine",0.943901972339902,TRUE,FALSE
"FVB/NJ-control","I/LnJ-fluoxetine",0.651870809404828,TRUE,FALSE
"BTBR T+ tf/J-fluoxetine","I/LnJ-fluoxetine",0.84162425670987,TRUE,FALSE
"C57BLKS/J-fluoxetine","I/LnJ-fluoxetine",0.0106453273372062,TRUE,FALSE
"AKR/J-fluoxetine","I/LnJ-fluoxetine",0.541017875356863,TRUE,FALSE
"LG/J-control","I/LnJ-fluoxetine",0.242365034402163,TRUE,FALSE
"C57BLKS/J-control","I/LnJ-fluoxetine",0.000637055674202062,TRUE,FALSE
"NZW/LacJ-control","I/LnJ-fluoxetine",0.00638565917557622,TRUE,FALSE
"SM/J-control","I/LnJ-fluoxetine",0.911529596903737,TRUE,FALSE
"PL/J-control","I/LnJ-fluoxetine",0.434866015018169,TRUE,FALSE
"NOR/LtJ-control","I/LnJ-fluoxetine",0.351432471410409,TRUE,FALSE
"129S1/SvImJ-control","I/LnJ-fluoxetine",1.05697680619842e-05,TRUE,FALSE
"FVB/NJ-fluoxetine","I/LnJ-fluoxetine",0.624981151223201,TRUE,FALSE
"C57BR/cdJ-control","I/LnJ-fluoxetine",0.761460095450124,TRUE,FALSE
"C57BR/cdJ-fluoxetine","I/LnJ-fluoxetine",0.0930273863043636,TRUE,FALSE
"SJL/J-control","I/LnJ-fluoxetine",0.00207372880981536,TRUE,FALSE
"C57BL/6J-control","I/LnJ-fluoxetine",0.00371099011145893,TRUE,FALSE
"P/J-control","I/LnJ-fluoxetine",0.473627272673838,TRUE,FALSE
"C58/J-fluoxetine","I/LnJ-fluoxetine",0.239830216002423,TRUE,FALSE
"C57BL/6J-fluoxetine","I/LnJ-fluoxetine",0.0164807217858128,TRUE,FALSE
"NOD/ShiLtJ-control","I/LnJ-fluoxetine",0.136984744582522,TRUE,FALSE
"C3H/HeJ-fluoxetine","I/LnJ-fluoxetine",0.000529282375928142,TRUE,FALSE
"129S1/SvImJ-fluoxetine","I/LnJ-fluoxetine",1.58837998461141e-05,TRUE,FALSE
"CE/J-fluoxetine","I/LnJ-fluoxetine",0.118793871198893,TRUE,FALSE
"MA/MyJ-control","I/LnJ-fluoxetine",0.429853064548232,TRUE,FALSE
"129S1/SvImJ-control","LG/J-control",1.09342297520804e-07,TRUE,FALSE
"C58/J-control","LG/J-control",0.253321991856918,TRUE,FALSE
"AKR/J-control","LG/J-control",0.303297100746714,TRUE,FALSE
"BUB/BnJ-control","LG/J-control",0.733066850701835,TRUE,FALSE
"DBA/2J-control","LG/J-control",0.000390275326035843,TRUE,FALSE
"CBA/J-control","LG/J-control",0.000926574028938926,TRUE,FALSE
"BALB/cJ-control","LG/J-control",0.0260207328625901,TRUE,FALSE
"A/J-control","LG/J-control",1.45267898005978e-09,TRUE,FALSE
"BTBR T+ tf/J-control","LG/J-control",0.329659396858233,TRUE,FALSE
"C57BLKS/J-control","LG/J-control",5.53558895095608e-06,TRUE,FALSE
"FVB/NJ-control","LG/J-control",0.0117631221270852,TRUE,FALSE
"C57BR/cdJ-control","LG/J-control",0.0121814075989843,TRUE,FALSE
"C57BL/6J-control","LG/J-control",0.000561702874035921,TRUE,FALSE
"C3H/HeJ-control","LG/J-control",9.20883656518883e-05,TRUE,FALSE
"CE/J-control","LG/J-control",0.467205803376834,TRUE,FALSE
"I/LnJ-control","LG/J-control",0.0380790405791501,TRUE,FALSE
"CBA/J-fluoxetine","LG/J-fluoxetine",0.135247015565515,TRUE,FALSE
"C58/J-control","LG/J-fluoxetine",0.0173768223954879,TRUE,FALSE
"DBA/2J-control","LG/J-fluoxetine",0.208289911902249,TRUE,FALSE
"BUB/BnJ-control","LG/J-fluoxetine",0.0640321332123742,TRUE,FALSE
"AKR/J-control","LG/J-fluoxetine",0.00688777097516681,TRUE,FALSE
"A/J-control","LG/J-fluoxetine",1.2354998787746e-08,TRUE,FALSE
"BALB/cJ-control","LG/J-fluoxetine",0.350465526516369,TRUE,FALSE
"PL/J-control","LG/J-fluoxetine",0.0023363691187677,TRUE,FALSE
"NZB/BlNJ-control","LG/J-fluoxetine",0.0589416775935957,TRUE,FALSE
"RIIIS/J-control","LG/J-fluoxetine",2.95362739077689e-05,TRUE,FALSE
"A/J-fluoxetine","LG/J-fluoxetine",1.37042601946825e-07,TRUE,FALSE
"MRL/MpJ-control","LG/J-fluoxetine",0.0694218873709794,TRUE,FALSE
"BTBR T+ tf/J-control","LG/J-fluoxetine",0.0116527842444657,TRUE,FALSE
"LP/J-control","LG/J-fluoxetine",0.278789369187608,TRUE,FALSE
"DBA/2J-fluoxetine","LG/J-fluoxetine",0.176829859930459,TRUE,FALSE
"C3H/HeJ-control","LG/J-fluoxetine",0.118124523842767,TRUE,FALSE
"P/J-control","LG/J-fluoxetine",4.48035530084342e-05,TRUE,FALSE
"FVB/NJ-control","LG/J-fluoxetine",0.000101943603615805,TRUE,FALSE
"CE/J-control","LG/J-fluoxetine",0.0820944175530188,TRUE,FALSE
"I/LnJ-control","LG/J-fluoxetine",0.000166840695226918,TRUE,FALSE
"C57BR/cdJ-fluoxetine","LG/J-fluoxetine",5.25268239450925e-05,TRUE,FALSE
"BALB/cJ-fluoxetine","LG/J-fluoxetine",0.372009704131918,TRUE,FALSE
"NZW/LacJ-control","LG/J-fluoxetine",0.0537790820836848,TRUE,FALSE
"BTBR T+ tf/J-fluoxetine","LG/J-fluoxetine",0.0120668726720833,TRUE,FALSE
"SWR/J-control","LG/J-fluoxetine",0.342925297324146,TRUE,FALSE
"BUB/BnJ-fluoxetine","LG/J-fluoxetine",0.00242769975393377,TRUE,FALSE
"CBA/J-control","LG/J-fluoxetine",0.193828781169308,TRUE,FALSE
"C3H/HeJ-fluoxetine","LG/J-fluoxetine",0.0278653238191895,TRUE,FALSE
"C57BLKS/J-fluoxetine","LG/J-fluoxetine",0.31702014640656,TRUE,FALSE
"SM/J-control","LG/J-fluoxetine",8.6885728830283e-06,TRUE,FALSE
"129S1/SvImJ-control","LG/J-fluoxetine",2.38066830964255e-05,TRUE,FALSE
"FVB/NJ-fluoxetine","LG/J-fluoxetine",0.00056237849297441,TRUE,FALSE
"CE/J-fluoxetine","LG/J-fluoxetine",0.21557390282882,TRUE,FALSE
"AKR/J-fluoxetine","LG/J-fluoxetine",0.00208418216446239,TRUE,FALSE
"SJL/J-control","LG/J-fluoxetine",0.0373172003085527,TRUE,FALSE
"C57BLKS/J-control","LG/J-fluoxetine",0.000423672431788905,TRUE,FALSE
"I/LnJ-fluoxetine","LG/J-fluoxetine",0.0234743515364357,TRUE,FALSE
"NOD/ShiLtJ-control","LG/J-fluoxetine",0.000156514040770563,TRUE,FALSE
"C57BR/cdJ-control","LG/J-fluoxetine",4.20725416051645e-05,TRUE,FALSE
"C57BL/6J-fluoxetine","LG/J-fluoxetine",0.512564195332151,TRUE,FALSE
"LG/J-control","LG/J-fluoxetine",0.00782289493141987,TRUE,FALSE
"MA/MyJ-control","LG/J-fluoxetine",0.000152575404608655,TRUE,FALSE
"C57BL/6J-control","LG/J-fluoxetine",0.229972095286075,TRUE,FALSE
"129S1/SvImJ-fluoxetine","LG/J-fluoxetine",1.52886754465163e-06,TRUE,FALSE
"C58/J-fluoxetine","LG/J-fluoxetine",0.0184338055818229,TRUE,FALSE
"NOR/LtJ-control","LG/J-fluoxetine",6.43295132667665e-05,TRUE,FALSE
"C58/J-control","LP/J-control",0.0108721930456538,TRUE,FALSE
"BALB/cJ-control","LP/J-control",0.918174173700251,TRUE,FALSE
"BUB/BnJ-control","LP/J-control",0.0471036172858169,TRUE,FALSE
"C57BR/cdJ-control","LP/J-control",7.51522980277867e-05,TRUE,FALSE
"BTBR T+ tf/J-control","LP/J-control",0.00927866680906015,TRUE,FALSE
"C3H/HeJ-control","LP/J-control",0.644463445254997,TRUE,FALSE
"129S1/SvImJ-control","LP/J-control",0.0164807217858128,TRUE,FALSE
"C57BLKS/J-control","LP/J-control",0.318097212053993,TRUE,FALSE
"FVB/NJ-control","LP/J-control",0.000483866446560555,TRUE,FALSE
"AKR/J-control","LP/J-control",0.00703780367526053,TRUE,FALSE
"CE/J-control","LP/J-control",0.0501976491370417,TRUE,FALSE
"A/J-control","LP/J-control",0.00137582380725362,TRUE,FALSE
"CBA/J-control","LP/J-control",0.872520624918227,TRUE,FALSE
"LG/J-control","LP/J-control",0.00919439625404697,TRUE,FALSE
"C57BL/6J-control","LP/J-control",0.603417867394045,TRUE,FALSE
"DBA/2J-control","LP/J-control",0.733585141745611,TRUE,FALSE
"I/LnJ-control","LP/J-control",0.000500369567620892,TRUE,FALSE
"BUB/BnJ-control","LP/J-fluoxetine",1.80359761168237e-05,TRUE,FALSE
"A/J-control","LP/J-fluoxetine",0.0143359086833087,TRUE,FALSE
"BALB/cJ-control","LP/J-fluoxetine",0.164019594206381,TRUE,FALSE
"BALB/cJ-fluoxetine","LP/J-fluoxetine",0.0738220179238569,TRUE,FALSE
"A/J-fluoxetine","LP/J-fluoxetine",0.0244099345397633,TRUE,FALSE
"C3H/HeJ-control","LP/J-fluoxetine",0.00049535170289759,TRUE,FALSE
"AKR/J-control","LP/J-fluoxetine",8.16301412222967e-07,TRUE,FALSE
"DBA/2J-control","LP/J-fluoxetine",0.00137628202751316,TRUE,FALSE
"LP/J-control","LP/J-fluoxetine",0.0631792646930734,TRUE,FALSE
"C57BLKS/J-control","LP/J-fluoxetine",0.303627918777352,TRUE,FALSE
"C57BR/cdJ-fluoxetine","LP/J-fluoxetine",1.09807895260282e-09,TRUE,FALSE
"C58/J-control","LP/J-fluoxetine",3.33351461505802e-06,TRUE,FALSE
"LG/J-fluoxetine","LP/J-fluoxetine",0.000239385483723052,TRUE,FALSE
"AKR/J-fluoxetine","LP/J-fluoxetine",3.12208705893859e-07,TRUE,FALSE
"CE/J-control","LP/J-fluoxetine",1.21845990488804e-05,TRUE,FALSE
"C57BL/6J-control","LP/J-fluoxetine",0.00105488546669135,TRUE,FALSE
"MRL/MpJ-control","LP/J-fluoxetine",2.60200143966125e-06,TRUE,FALSE
"RIIIS/J-control","LP/J-fluoxetine",1.20315464234792e-08,TRUE,FALSE
"C57BLKS/J-fluoxetine","LP/J-fluoxetine",0.0686606412142563,TRUE,FALSE
"DBA/2J-fluoxetine","LP/J-fluoxetine",0.000162370981604963,TRUE,FALSE
"I/LnJ-control","LP/J-fluoxetine",7.57789368561678e-09,TRUE,FALSE
"CBA/J-fluoxetine","LP/J-fluoxetine",2.92120081211802e-06,TRUE,FALSE
"CE/J-fluoxetine","LP/J-fluoxetine",1.83767718876043e-05,TRUE,FALSE
"BTBR T+ tf/J-control","LP/J-fluoxetine",1.53786435870869e-06,TRUE,FALSE
"CBA/J-control","LP/J-fluoxetine",0.00700637277961655,TRUE,FALSE
"LG/J-control","LP/J-fluoxetine",3.30990556494023e-07,TRUE,FALSE
